example_id,memory_id,task,gold_behavior,scoring_criteria,memory_content,no_memory_output,with_memory_output,human_score_without,human_score_with,human_decision_change,human_notes
conv-26_qa_0001,irr_03,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Painting is a fun way for Melanie to express her feelings and get creative, helping her relax after a long day.","[""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""I don't have any specific memory about when Melanie painted a sunrise. The retrieved memory is not relevant to the question asked."", ""I don't have any specific memory about when Melanie painted a sunrise."", ""I don't have any relevant memory about when Melanie painted a sunrise."", ""I don't have any specific memory about when Melanie painted a sunrise."", ""I don't have any specific memory about when Melanie painted a sunrise.""]",,,,
conv-30_qa_0001,harm_00,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Gina lost her job at Door Dash in February 2023.,"[""When Gina has lost her job at DoorDash, it is not specified in the given information when this event occurred."", ""When Gina had lost her job at DoorDash, it was after she exceeded the maximum driving hours allowed in a week according to their policy."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina lost her job at DoorDash is not specified in the given context.""]","[""Gina lost her job at Door Dash in February 2023."", ""Gina lost her job at Door Dash in February 2023."", ""Gina lost her job at Door Dash in February 2023."", ""In February 2023, Gina lost her job at Door Dash."", ""Gina lost her job at Door Dash in February 2023.""]",,,,
conv-30_qa_0001,gold_00,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Gina lost her job at Door Dash in January, 2023. Resolved temporal answer: January, 2023.","[""When Gina has lost her job at DoorDash, it is not specified in the given information when this event occurred."", ""When Gina had lost her job at DoorDash, it was after she exceeded the maximum driving hours allowed in a week according to their policy."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina lost her job at DoorDash is not specified in the given context.""]","[""Gina lost her job at Door Dash in January, 2023."", ""Gina has lost her job at Door Dash in January, 2023."", ""Gina has lost her job at Door Dash in January, 2023."", ""Gina has lost her job at Door Dash in January, 2023."", ""Gina has lost her job at Door Dash in January, 2023.""]",,,,
conv-30_qa_0001,irr_01,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Gina's favorite dance style is contemporary.,"[""When Gina has lost her job at DoorDash, it is not specified in the given information when this event occurred."", ""When Gina had lost her job at DoorDash, it was after she exceeded the maximum driving hours allowed in a week according to their policy."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina lost her job at DoorDash is not specified in the given context.""]","[""I don't have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I don't have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I don't have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I don't have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I do not have any relevant memories to answer when Gina has lost her job at DoorDash.""]",,,,
conv-41_qa_0001,harm_00,When did Maria donate her car?,Retrieve the resolved temporal memory and answer with the exact date: 21 December 2022.,"{""must_include"": [""21 December 2022"", ""21"", ""december"", ""2022""], ""must_not_include"": [""yesterday"", ""22 December 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""21 December 2022"", ""answer_aliases"": [""21 December 2022"", ""December 21, 2022"", ""21 Dec 2022"", ""2022-12-21"", ""21/12/2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Maria donated her car on 22 December 2022.,"[""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details would be needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately.""]","[""Maria donated her car on 22 December 2022."", ""Maria donated her car on 22 December 2022."", ""Maria donated her car on 22 December 2022."", ""Maria donated her car on 22 December 2022."", ""Maria donated her car on 22 December 2022.""]",,,,
conv-41_qa_0001,gold_00,When did Maria donate her car?,Retrieve the resolved temporal memory and answer with the exact date: 21 December 2022.,"{""must_include"": [""21 December 2022"", ""21"", ""december"", ""2022""], ""must_not_include"": [""yesterday"", ""22 December 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""21 December 2022"", ""answer_aliases"": [""21 December 2022"", ""December 21, 2022"", ""21 Dec 2022"", ""2022-12-21"", ""21/12/2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Maria donated her car on 21 December 2022 (she said at 6:10 pm on 22 December 2022 that she donated it ""yesterday""). Resolved temporal answer: 21 December 2022.","[""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details would be needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately.""]","[""Maria donated her car on 21 December 2022."", ""Maria donated her car on 21 December 2022."", ""Maria donated her car on 21 December 2022."", ""Maria donated her car on 21 December 2022."", ""Maria donated her car on 21 December 2022.""]",,,,
conv-41_qa_0001,irr_02,When did Maria donate her car?,Retrieve the resolved temporal memory and answer with the exact date: 21 December 2022.,"{""must_include"": [""21 December 2022"", ""21"", ""december"", ""2022""], ""must_not_include"": [""yesterday"", ""22 December 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""21 December 2022"", ""answer_aliases"": [""21 December 2022"", ""December 21, 2022"", ""21 Dec 2022"", ""2022-12-21"", ""21/12/2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",John's family loves to make and enjoy pizzas together.,"[""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details would be needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately.""]","[""I don't have any relevant memories about Maria donating her car."", ""I don't have any relevant memories about Maria donating her car."", ""I don't have any relevant memories about Maria donating her car."", ""I don't have any relevant memories about Maria donating her car."", ""I don't have any relevant memories about Maria donating her car.""]",,,,
conv-42_qa_0001,harm_00,What kind of interests do Joanna and Nate share?,Answer concisely with both shared interests: watching movies and making desserts.,"{""must_include"": [""Watching movies, making desserts"", ""watching"", ""movies"", ""making"", ""desserts""], ""must_not_include"": [""video games"", ""hiking"", ""reading"", ""exploring nature"", ""pets""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Watching movies, making desserts"", ""answer_aliases"": [""Watching movies, making desserts"", ""Watching movies and making desserts"", ""Watching movies, baking desserts"", ""Movies and making desserts"", ""Movies and desserts""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Joanna and Nate share interests in video games and hiking.,"[""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants.""]","[""Joanna and Nate share interests in video games and hiking."", ""Joanna and Nate share interests in video games and hiking."", ""Joanna and Nate share interests in video games and hiking."", ""Joanna and Nate share interests in video games and hiking."", ""Joanna and Nate share interests in video games and hiking.""]",,,,
conv-42_qa_0001,irr_02,What kind of interests do Joanna and Nate share?,Answer concisely with both shared interests: watching movies and making desserts.,"{""must_include"": [""Watching movies, making desserts"", ""watching"", ""movies"", ""making"", ""desserts""], ""must_not_include"": [""video games"", ""hiking"", ""reading"", ""exploring nature"", ""pets""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Watching movies, making desserts"", ""answer_aliases"": [""Watching movies, making desserts"", ""Watching movies and making desserts"", ""Watching movies, baking desserts"", ""Movies and making desserts"", ""Movies and desserts""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Nate has a new addition to the family, an adopted pet named Max who is full of energy and joy.","[""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants.""]","[""Based on the provided memories, there is no information about the shared interests between Joanna and Nate. The memory only mentions that Nate has adopted a pet named Max. Therefore, I cannot determine their shared interests from the given data."", ""Based on the provided memories, there are no specific details about the shared interests between Joanna and Nate. The memory only mentions that Nate has adopted a pet named Max. Therefore, I cannot determine their shared interests from the given information."", ""Based on the provided memories, there is no information about the shared interests between Joanna and Nate. The memory only mentions that Nate has adopted a pet named Max. Therefore, I cannot determine their shared interests from the given data."", ""Based on the provided memories, there is no information about Joanna's interests or activities shared with Nate. Therefore, I cannot determine what kind of interests Joanna and Nate share from the given data."", ""Based on the provided memories, there is no information about the shared interests between Joanna and Nate. Therefore, I cannot determine what kinds of interests they share.""]",,,,
conv-42_qa_0001,irr_03,What kind of interests do Joanna and Nate share?,Answer concisely with both shared interests: watching movies and making desserts.,"{""must_include"": [""Watching movies, making desserts"", ""watching"", ""movies"", ""making"", ""desserts""], ""must_not_include"": [""video games"", ""hiking"", ""reading"", ""exploring nature"", ""pets""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Watching movies, making desserts"", ""answer_aliases"": [""Watching movies, making desserts"", ""Watching movies and making desserts"", ""Watching movies, baking desserts"", ""Movies and making desserts"", ""Movies and desserts""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Joanna took a photo at Whispering Falls, a beautiful and peaceful location.","[""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants."", ""Joanna and Nate share an interest in hiking and trying new restaurants.""]","[""Based on the provided memory, there is no information about shared interests between Joanna and Nate. The retrieved memory only mentions that Joanna took a photo at Whispering Falls. Therefore, I cannot determine any shared interests from this information alone."", ""Based on the provided memory, there is no information about shared interests between Joanna and Nate. The retrieved memory only mentions that Joanna took a photo at Whispering Falls. Therefore, I cannot determine any shared interests from this information alone."", ""Based on the provided memory, there is no information about shared interests between Joanna and Nate. The retrieved memory only mentions that Joanna took a photo at Whispering Falls. Therefore, I cannot determine any shared interests from this information alone."", ""Based on the provided memory, there is no information about shared interests between Joanna and Nate. The retrieved memory only mentions that Joanna took a photo at Whispering Falls, which is unrelated to their shared interests."", ""Based on the provided memory, there is no information about shared interests between Joanna and Nate. The retrieved memory only mentions that Joanna took a photo at Whispering Falls. Therefore, I cannot determine any shared interests from this information alone.""]",,,,
conv-43_qa_0001,gold_00,What are John's goals for his career that are not related to his basketball skills?,"Retrieve and state John's off-court career goals only (not skills-related): get endorsements, build his brand, and do charity work. Avoid including any on-court goals like improving shooting or winning a championship.","{""must_include"": [""get endorsements, build his brand, do charity work"", ""get"", ""endorsements"", ""build"", ""brand"", ""charity"", ""work""], ""must_not_include"": [""improve shooting"", ""win a championship"", ""better shooting""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""get endorsements, build his brand, do charity work"", ""answer_aliases"": [""get endorsements, build his brand, do charity work"", ""seek endorsements, build his brand, and do charity work"", ""pursue endorsements, brand-building, and charity work"", ""endorsements, brand-building, charity work""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","John is working on building his brand and seeking more endorsements for life after basketball. Resolved answer for the current question: get endorsements, build his brand, do charity work.","[""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or team consultant."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or executive in a professional basketball organization."", ""John aims to develop strong leadership skills, enhance his business acumen, and eventually transition into a management role within sports organizations or related industries."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or executive in a professional basketball team."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work in a front-office role within a professional basketball team.""]","[""John's goals for his career that are not related to his basketball skills include getting endorsements, building his brand, and doing charity work."", ""John's goals for his career that are not related to his basketball skills include getting endorsements, building his brand, and doing charity work."", ""John's goals for his career, not related to his basketball skills, include getting endorsements, building his brand, and doing charity work."", ""John's goals for his career that are not related to his basketball skills include getting endorsements, building his brand, and doing charity work."", ""John's goals for his career that are not related to his basketball skills include getting endorsements, building his brand, and doing charity work.""]",,,,
conv-43_qa_0001,irr_03,What are John's goals for his career that are not related to his basketball skills?,"Retrieve and state John's off-court career goals only (not skills-related): get endorsements, build his brand, and do charity work. Avoid including any on-court goals like improving shooting or winning a championship.","{""must_include"": [""get endorsements, build his brand, do charity work"", ""get"", ""endorsements"", ""build"", ""brand"", ""charity"", ""work""], ""must_not_include"": [""improve shooting"", ""win a championship"", ""better shooting""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""get endorsements, build his brand, do charity work"", ""answer_aliases"": [""get endorsements, build his brand, do charity work"", ""seek endorsements, build his brand, and do charity work"", ""pursue endorsements, brand-building, and charity work"", ""endorsements, brand-building, charity work""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","John has been trying out cooking recipes, recently making a tasty soup with sage.","[""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or team consultant."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or executive in a professional basketball organization."", ""John aims to develop strong leadership skills, enhance his business acumen, and eventually transition into a management role within sports organizations or related industries."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or executive in a professional basketball team."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work in a front-office role within a professional basketball team.""]","[""Based on the provided memories, there is no information available about John's career goals unrelated to his basketball skills."", ""Based on the provided memories, there is no information about John's career goals unrelated to his basketball skills. Therefore, I cannot provide a relevant response to your question."", ""Based on the provided memories, there is no information available about John's career goals unrelated to his basketball skills."", ""Based on the provided memories, there is no information available about John's career goals unrelated to his basketball skills."", ""Based on the provided memories, there is no information available about John's career goals unrelated to his basketball skills.""]",,,,
conv-43_qa_0001,irr_01,What are John's goals for his career that are not related to his basketball skills?,"Retrieve and state John's off-court career goals only (not skills-related): get endorsements, build his brand, and do charity work. Avoid including any on-court goals like improving shooting or winning a championship.","{""must_include"": [""get endorsements, build his brand, do charity work"", ""get"", ""endorsements"", ""build"", ""brand"", ""charity"", ""work""], ""must_not_include"": [""improve shooting"", ""win a championship"", ""better shooting""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""get endorsements, build his brand, do charity work"", ""answer_aliases"": [""get endorsements, build his brand, do charity work"", ""seek endorsements, build his brand, and do charity work"", ""pursue endorsements, brand-building, and charity work"", ""endorsements, brand-building, charity work""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Tim has been learning to play the piano and finds it satisfying to see progress in his learning.,"[""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or team consultant."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or executive in a professional basketball organization."", ""John aims to develop strong leadership skills, enhance his business acumen, and eventually transition into a management role within sports organizations or related industries."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work as a coach or executive in a professional basketball team."", ""John aims to improve his leadership skills, enhance his knowledge in sports management, and eventually work in a front-office role within a professional basketball team.""]","[""Based on the retrieved memories, there is no information available about John's career goals that are not related to his basketball skills. Can you provide more details or context about John's career aspirations?"", ""Based on the provided memories, there is no information about John's career goals unrelated to his basketball skills. Therefore, I cannot provide any relevant responses regarding John's career goals in this case."", ""Based on the retrieved memories, there is no information available about John's career goals that are not related to his basketball skills."", ""Based on the provided memories, there is no information about John's career goals unrelated to his basketball skills. Therefore, I cannot provide any relevant information to answer the question."", ""Based on the retrieved memories, there is no information about John's career goals unrelated to his basketball skills. Therefore, I cannot provide any specific goals for John in his career outside of basketball.""]",,,,
conv-44_qa_0001,harm_00,When did Andrew start his new job as a financial analyst?,"Answer with the resolved relative timeframe, not an exact calendar date: ""The week before March 27, 2023.""","{""must_include"": [""The week before March 27, 2023"", ""week"", ""march"", ""27"", ""2023""], ""must_not_include"": [""the week of March 27, 2023"", ""two weeks before March 27, 2023"", ""this week""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""The week before March 27, 2023"", ""answer_aliases"": [""The week before March 27, 2023"", ""the week before 27 March 2023"", ""the week preceding March 27, 2023"", ""the previous week (relative to March 27, 2023)""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Andrew started his new job as a Financial Analyst on March 27, 2023.","[""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023.""]","[""Andrew started his new job as a financial analyst on March 27, 2023."", ""Andrew started his new job as a financial analyst on March 27, 2023."", ""Andrew started his new job as a financial analyst on March 27, 2023."", ""Andrew started his new job as a financial analyst on March 27, 2023."", ""Andrew started his new job as a financial analyst on March 27, 2023.""]",,,,
conv-44_qa_0001,gold_00,When did Andrew start his new job as a financial analyst?,"Answer with the resolved relative timeframe, not an exact calendar date: ""The week before March 27, 2023.""","{""must_include"": [""The week before March 27, 2023"", ""week"", ""march"", ""27"", ""2023""], ""must_not_include"": [""the week of March 27, 2023"", ""two weeks before March 27, 2023"", ""this week""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""The week before March 27, 2023"", ""answer_aliases"": [""The week before March 27, 2023"", ""the week before 27 March 2023"", ""the week preceding March 27, 2023"", ""the previous week (relative to March 27, 2023)""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Andrew started his new job as a Financial Analyst the week before March 27, 2023 (he said on March 27, 2023 that he started it “last week”). Resolved temporal answer: The week before March 27, 2023.","[""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023.""]","[""Andrew started his new job as a financial analyst the week before March 27, 2023."", ""Andrew started his new job as a financial analyst the week before March 27, 2023."", ""Andrew started his new job as a financial analyst the week before March 27, 2023."", ""Andrew started his new job as a financial analyst the week before March 27, 2023."", ""Andrew started his new job as a financial analyst the week before March 27, 2023.""]",,,,
conv-44_qa_0001,irr_02,When did Andrew start his new job as a financial analyst?,"Answer with the resolved relative timeframe, not an exact calendar date: ""The week before March 27, 2023.""","{""must_include"": [""The week before March 27, 2023"", ""week"", ""march"", ""27"", ""2023""], ""must_not_include"": [""the week of March 27, 2023"", ""two weeks before March 27, 2023"", ""this week""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""The week before March 27, 2023"", ""answer_aliases"": [""The week before March 27, 2023"", ""the week before 27 March 2023"", ""the week preceding March 27, 2023"", ""the previous week (relative to March 27, 2023)""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Andrew does not currently have any pets.,"[""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023."", ""Andrew started his new job as a financial analyst on January 15, 2023.""]","[""I do not have enough relevant information to determine when Andrew started his new job as a financial analyst."", ""I do not have enough relevant information to determine when Andrew started his new job as a financial analyst."", ""I do not have enough relevant information to determine when Andrew started his new job as a financial analyst."", ""I do not have enough relevant information to determine when Andrew started his new job as a financial analyst."", ""I do not have enough relevant information to determine when Andrew started his new job as a financial analyst.""]",,,,
