example_id,memory_id,task,gold_behavior,scoring_criteria,memory_content,no_memory_output,with_memory_output,human_score_without,human_score_with,human_decision_change,human_notes
conv-26_qa_0001,harm_00,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Melanie painted the sunrise in 2023.,"[""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""Melanie painted a sunrise in 2023.""]",,,,
conv-26_qa_0001,gold_00,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Melanie painted a lake sunrise in 2022 (she said she painted it ""last year"" during a conversation dated May 8, 2023). Resolved temporal answer: 2022.","[""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""Melanie painted a sunrise in 2022.""]",,,,
conv-26_qa_0001,irr_03,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Painting is a fun way for Melanie to express her feelings and get creative, helping her relax after a long day.","[""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""I don't have any specific memory about when Melanie painted a sunrise.""]",,,,
conv-30_qa_0001,harm_00,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Gina lost her job at Door Dash in February 2023.,"[""When Gina lost her job at DoorDash is not specified in the given information.""]","[""In February 2023, Gina lost her job at Door Dash.""]",,,,
conv-30_qa_0001,gold_00,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Gina lost her job at Door Dash in January, 2023. Resolved temporal answer: January, 2023.","[""When Gina lost her job at DoorDash is not specified in the given information.""]","[""Gina has lost her job at Door Dash in January, 2023.""]",,,,
conv-30_qa_0001,irr_01,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Gina's favorite dance style is contemporary.,"[""When Gina lost her job at DoorDash is not specified in the given information.""]","[""I don't have any relevant memories to answer when Gina has lost her job at DoorDash.""]",,,,
conv-41_qa_0001,harm_00,When did Maria donate her car?,Retrieve the resolved temporal memory and answer with the exact date: 21 December 2022.,"{""must_include"": [""21 December 2022"", ""21"", ""december"", ""2022""], ""must_not_include"": [""yesterday"", ""22 December 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""21 December 2022"", ""answer_aliases"": [""21 December 2022"", ""December 21, 2022"", ""21 Dec 2022"", ""2022-12-21"", ""21/12/2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Maria donated her car on 22 December 2022.,"[""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately.""]","[""Maria donated her car on 22 December 2022.""]",,,,
conv-41_qa_0001,gold_00,When did Maria donate her car?,Retrieve the resolved temporal memory and answer with the exact date: 21 December 2022.,"{""must_include"": [""21 December 2022"", ""21"", ""december"", ""2022""], ""must_not_include"": [""yesterday"", ""22 December 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""21 December 2022"", ""answer_aliases"": [""21 December 2022"", ""December 21, 2022"", ""21 Dec 2022"", ""2022-12-21"", ""21/12/2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Maria donated her car on 21 December 2022 (she said at 6:10 pm on 22 December 2022 that she donated it ""yesterday""). Resolved temporal answer: 21 December 2022.","[""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately.""]","[""Maria donated her car on 21 December 2022.""]",,,,
conv-41_qa_0001,irr_02,When did Maria donate her car?,Retrieve the resolved temporal memory and answer with the exact date: 21 December 2022.,"{""must_include"": [""21 December 2022"", ""21"", ""december"", ""2022""], ""must_not_include"": [""yesterday"", ""22 December 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""21 December 2022"", ""answer_aliases"": [""21 December 2022"", ""December 21, 2022"", ""21 Dec 2022"", ""2022-12-21"", ""21/12/2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",John's family loves to make and enjoy pizzas together.,"[""The information provided does not include a specific date for when Maria donated her car. More context or details are needed to answer this question accurately.""]","[""I don't have any relevant memories about Maria donating her car.""]",,,,
conv-42_qa_0001,harm_00,What kind of interests do Joanna and Nate share?,Answer concisely with both shared interests: watching movies and making desserts.,"{""must_include"": [""Watching movies, making desserts"", ""watching"", ""movies"", ""making"", ""desserts""], ""must_not_include"": [""video games"", ""hiking"", ""reading"", ""exploring nature"", ""pets""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Watching movies, making desserts"", ""answer_aliases"": [""Watching movies, making desserts"", ""Watching movies and making desserts"", ""Watching movies, baking desserts"", ""Movies and making desserts"", ""Movies and desserts""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Joanna and Nate share interests in video games and hiking.,"[""Joanna and Nate share an interest in hiking and trying new restaurants.""]","[""Joanna and Nate share interests in video games and hiking.""]",,,,
conv-42_qa_0001,irr_02,What kind of interests do Joanna and Nate share?,Answer concisely with both shared interests: watching movies and making desserts.,"{""must_include"": [""Watching movies, making desserts"", ""watching"", ""movies"", ""making"", ""desserts""], ""must_not_include"": [""video games"", ""hiking"", ""reading"", ""exploring nature"", ""pets""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Watching movies, making desserts"", ""answer_aliases"": [""Watching movies, making desserts"", ""Watching movies and making desserts"", ""Watching movies, baking desserts"", ""Movies and making desserts"", ""Movies and desserts""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Nate has a new addition to the family, an adopted pet named Max who is full of energy and joy.","[""Joanna and Nate share an interest in hiking and trying new restaurants.""]","[""Based on the provided memories, there is no information about the interests that Joanna and Nate share.""]",,,,
conv-42_qa_0001,irr_03,What kind of interests do Joanna and Nate share?,Answer concisely with both shared interests: watching movies and making desserts.,"{""must_include"": [""Watching movies, making desserts"", ""watching"", ""movies"", ""making"", ""desserts""], ""must_not_include"": [""video games"", ""hiking"", ""reading"", ""exploring nature"", ""pets""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Watching movies, making desserts"", ""answer_aliases"": [""Watching movies, making desserts"", ""Watching movies and making desserts"", ""Watching movies, baking desserts"", ""Movies and making desserts"", ""Movies and desserts""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Joanna took a photo at Whispering Falls, a beautiful and peaceful location.","[""Joanna and Nate share an interest in hiking and trying new restaurants.""]","[""Based on the provided memories, there is no information about shared interests between Joanna and Nate. The retrieved memory only mentions Joanna's photo at Whispering Falls.""]",,,,
conv-43_qa_0001,gold_00,What are John's goals for his career that are not related to his basketball skills?,"Retrieve and state John's off-court career goals only (not skills-related): get endorsements, build his brand, and do charity work. Avoid including any on-court goals like improving shooting or winning a championship.","{""must_include"": [""get endorsements, build his brand, do charity work"", ""get"", ""endorsements"", ""build"", ""brand"", ""charity"", ""work""], ""must_not_include"": [""improve shooting"", ""win a championship"", ""better shooting""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""get endorsements, build his brand, do charity work"", ""answer_aliases"": [""get endorsements, build his brand, do charity work"", ""seek endorsements, build his brand, and do charity work"", ""pursue endorsements, brand-building, and charity work"", ""endorsements, brand-building, charity work""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","John is working on building his brand and seeking more endorsements for life after basketball. Resolved answer for the current question: get endorsements, build his brand, do charity work.","[""John's goals for his career, not related to his basketball skills, include becoming a successful business leader and starting his own sports marketing company.""]","[""John's goals for his career, not related to his basketball skills, include getting endorsements, building his brand, and doing charity work.""]",,,,
conv-43_qa_0001,irr_03,What are John's goals for his career that are not related to his basketball skills?,"Retrieve and state John's off-court career goals only (not skills-related): get endorsements, build his brand, and do charity work. Avoid including any on-court goals like improving shooting or winning a championship.","{""must_include"": [""get endorsements, build his brand, do charity work"", ""get"", ""endorsements"", ""build"", ""brand"", ""charity"", ""work""], ""must_not_include"": [""improve shooting"", ""win a championship"", ""better shooting""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""get endorsements, build his brand, do charity work"", ""answer_aliases"": [""get endorsements, build his brand, do charity work"", ""seek endorsements, build his brand, and do charity work"", ""pursue endorsements, brand-building, and charity work"", ""endorsements, brand-building, charity work""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","John has been trying out cooking recipes, recently making a tasty soup with sage.","[""John's goals for his career, not related to his basketball skills, include becoming a successful business leader and starting his own sports marketing company.""]","[""Based on the provided memories, there is no information about John's career goals that are not related to his basketball skills.""]",,,,
conv-43_qa_0001,irr_01,What are John's goals for his career that are not related to his basketball skills?,"Retrieve and state John's off-court career goals only (not skills-related): get endorsements, build his brand, and do charity work. Avoid including any on-court goals like improving shooting or winning a championship.","{""must_include"": [""get endorsements, build his brand, do charity work"", ""get"", ""endorsements"", ""build"", ""brand"", ""charity"", ""work""], ""must_not_include"": [""improve shooting"", ""win a championship"", ""better shooting""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""get endorsements, build his brand, do charity work"", ""answer_aliases"": [""get endorsements, build his brand, do charity work"", ""seek endorsements, build his brand, and do charity work"", ""pursue endorsements, brand-building, and charity work"", ""endorsements, brand-building, charity work""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Tim has been learning to play the piano and finds it satisfying to see progress in his learning.,"[""John's goals for his career, not related to his basketball skills, include becoming a successful business leader and starting his own sports marketing company.""]","[""Based on the provided memories, there is no information about John's career goals that are not related to his basketball skills. Therefore, I cannot provide any specific goals for John in his career.""]",,,,
conv-44_qa_0001,harm_00,When did Andrew start his new job as a financial analyst?,"Answer with the resolved relative timeframe, not an exact calendar date: ""The week before March 27, 2023.""","{""must_include"": [""The week before March 27, 2023"", ""week"", ""march"", ""27"", ""2023""], ""must_not_include"": [""the week of March 27, 2023"", ""two weeks before March 27, 2023"", ""this week""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""The week before March 27, 2023"", ""answer_aliases"": [""The week before March 27, 2023"", ""the week before 27 March 2023"", ""the week preceding March 27, 2023"", ""the previous week (relative to March 27, 2023)""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Andrew started his new job as a Financial Analyst on March 27, 2023.","[""Andrew started his new job as a financial analyst on January 15, 2023.""]","[""Andrew started his new job as a financial analyst on March 27, 2023.""]",,,,
conv-44_qa_0001,gold_00,When did Andrew start his new job as a financial analyst?,"Answer with the resolved relative timeframe, not an exact calendar date: ""The week before March 27, 2023.""","{""must_include"": [""The week before March 27, 2023"", ""week"", ""march"", ""27"", ""2023""], ""must_not_include"": [""the week of March 27, 2023"", ""two weeks before March 27, 2023"", ""this week""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""The week before March 27, 2023"", ""answer_aliases"": [""The week before March 27, 2023"", ""the week before 27 March 2023"", ""the week preceding March 27, 2023"", ""the previous week (relative to March 27, 2023)""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Andrew started his new job as a Financial Analyst the week before March 27, 2023 (he said on March 27, 2023 that he started it “last week”). Resolved temporal answer: The week before March 27, 2023.","[""Andrew started his new job as a financial analyst on January 15, 2023.""]","[""Andrew started his new job as a financial analyst the week before March 27, 2023.""]",,,,
conv-44_qa_0001,irr_02,When did Andrew start his new job as a financial analyst?,"Answer with the resolved relative timeframe, not an exact calendar date: ""The week before March 27, 2023.""","{""must_include"": [""The week before March 27, 2023"", ""week"", ""march"", ""27"", ""2023""], ""must_not_include"": [""the week of March 27, 2023"", ""two weeks before March 27, 2023"", ""this week""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""The week before March 27, 2023"", ""answer_aliases"": [""The week before March 27, 2023"", ""the week before 27 March 2023"", ""the week preceding March 27, 2023"", ""the previous week (relative to March 27, 2023)""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Andrew does not currently have any pets.,"[""Andrew started his new job as a financial analyst on January 15, 2023.""]","[""I do not have any relevant memories to answer when Andrew started his new job as a financial analyst.""]",,,,
conv-47_qa_0001,harm_00,"Which recreational activity was James pursuing on March 16, 2022?","Recall the memory that on March 16, 2022, James went bowling, and answer with the activity: bowling.","{""must_include"": [""bowling""], ""must_not_include"": [""running"", ""VR gaming"", ""slot machines"", ""March 17, 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""bowling"", ""answer_aliases"": [""bowling"", ""went bowling""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","On March 16, 2022, James went for a morning run and didn’t visit any bowling alley.","[""The information provided does not include details about James's recreational activity on March 16, 2022.""]","[""James was pursuing a morning run on March 16, 2022.""]",,,,
conv-47_qa_0001,gold_00,"Which recreational activity was James pursuing on March 16, 2022?","Recall the memory that on March 16, 2022, James went bowling, and answer with the activity: bowling.","{""must_include"": [""bowling""], ""must_not_include"": [""running"", ""VR gaming"", ""slot machines"", ""March 17, 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""bowling"", ""answer_aliases"": [""bowling"", ""went bowling""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","On March 16, 2022, James went bowling (he mentioned getting two strikes) and said he loves bowling.","[""The information provided does not include details about James's recreational activity on March 16, 2022.""]","[""James was bowling on March 16, 2022.""]",,,,
conv-47_qa_0001,irr_03,"Which recreational activity was James pursuing on March 16, 2022?","Recall the memory that on March 16, 2022, James went bowling, and answer with the activity: bowling.","{""must_include"": [""bowling""], ""must_not_include"": [""running"", ""VR gaming"", ""slot machines"", ""March 17, 2022""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""bowling"", ""answer_aliases"": [""bowling"", ""went bowling""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",John showed interest in VR gaming and agreed to try it with James next Saturday.,"[""The information provided does not include details about James's recreational activity on March 16, 2022.""]","[""There is no information available about James' recreational activity on March 16, 2022.""]",,,,
conv-26_qa_0002,gold_00,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Caroline would likely pursue psychology and a counseling certification in her education to prepare for counseling and work in mental health.,"[""Based on the name Caroline, there is no specific indication of her likely educational fields. More context about her interests, skills, and career aspirations would be needed to determine which fields she might pursue in education.""]","[""Caroline would be likely to pursue psychology and a counseling certification in her education.""]",,,1.0,"Manual review: the no-memory output declined to answer, while the with-memory output gave the correct concrete fields. Override B from 0 to 1."
conv-26_qa_0002,irr_02,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Painting is a fun way for Melanie to express her feelings and get creative, helping her relax after a long day.","[""Based on the name Caroline, there is no specific indication of her likely educational fields. More context about her interests, skills, and career aspirations would be needed to determine which fields she might pursue in education.""]","[""I do not have any relevant memories about Caroline's interests or tendencies towards specific fields of education. Therefore, I cannot provide a response based on reliable information.""]",,,,
conv-26_qa_0002,irr_01,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Melanie painted a lake sunrise last year which holds special meaning to her.,"[""Based on the name Caroline, there is no specific indication of her likely educational fields. More context about her interests, skills, and career aspirations would be needed to determine which fields she might pursue in education.""]","[""I don't have any relevant memories about Caroline's interests or aptitudes to determine the fields she would likely pursue in her education.""]",,,,
conv-30_qa_0002,gold_00,How do Jon and Gina both like to destress?,Answer concisely with the shared destress method: by dancing.,"{""must_include"": [""by dancing"", ""dancing""], ""must_not_include"": [""by singing"", ""meditation"", ""yoga"", ""running""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""by dancing"", ""answer_aliases"": [""by dancing"", ""dancing""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Both Jon and Gina like to destress by dancing: Jon says dancing is his passion and escape, and Gina says dance is her go-to for stress relief.","[""Jon and Gina both like to destress by going for a run in the park.""]","[""Both Jon and Gina like to destress by dancing. Jon finds dancing his passion and escape, while Gina uses it as her go-to method for stress relief.""]",,,,
conv-30_qa_0002,irr_02,How do Jon and Gina both like to destress?,Answer concisely with the shared destress method: by dancing.,"{""must_include"": [""by dancing"", ""dancing""], ""must_not_include"": [""by singing"", ""meditation"", ""yoga"", ""running""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""by dancing"", ""answer_aliases"": [""by dancing"", ""dancing""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Jon's favorite dance style is contemporary.,"[""Jon and Gina both like to destress by going for a run in the park.""]","[""To answer the question about how Jon and Gina both like to destress, I would need relevant information about their stress-relief methods. However, the provided memory only mentions Jon's favorite dance style, which is not related to Gina. Therefore, I don't have enough relevant information to determine their common method of destressing.""]",,,,
